Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,
2017,1,1,0,30,3.7,0,0,0,7,2.4000000000000004,0,0,0,0,0.367,91.03,145.08,0.87,1020,1.3,310,3.2,N/A
2017,1,1,1,30,3.3000000000000003,0,0,0,4,1.9000000000000001,0,0,0,0,0.365,90.7,134.1,0.87,1020,1.2000000000000002,309,3,N/A
2017,1,1,2,30,3,0,0,0,4,1.5,0,0,0,0,0.362,89.67,122.82000000000001,0.87,1020,1.2000000000000002,305,2.6,N/A
2017,1,1,3,30,2.7,0,0,0,4,1,0,0,0,0,0.358,88.72,111.63,0.87,1021,1.2000000000000002,295,2.2,N/A
2017,1,1,4,30,2.4000000000000004,0,0,0,4,0.6000000000000001,0,0,0,0,0.353,87.9,100.81,0.87,1021,1.2000000000000002,280,1.9000000000000001,N/A
2017,1,1,5,30,2.4000000000000004,0,0,0,4,0.2,0,0,1,0,0.34700000000000003,85.66,90.04,0.87,1021,1.1,262,2,N/A
2017,1,1,6,30,2.6,67,297,111,4,0.2,15,0,3,15,0.342,83.95,81.36,0.87,1022,1.1,246,2.1,N/A
2017,1,1,7,30,3,108,518,254,4,0,34,0,0,34,0.338,80.46000000000001,73.66,0.87,1022,1.1,237,2.3000000000000003,N/A
2017,1,1,8,30,3.4000000000000004,130,637,370,4,-0.2,52,0,3,52,0.336,77.5,67.88,0.87,1022,1,232,2.5,N/A
2017,1,1,9,30,3.8000000000000003,130,720,439,4,-0.1,186,170,0,259,0.335,75.46000000000001,64.6,0.87,1021,1,229,2.6,N/A
2017,1,1,10,30,4.1000000000000005,128,738,449,4,-0.1,167,354,0,320,0.334,74.36,64.24,0.87,1021,0.9,226,2.7,N/A
2017,1,1,11,30,4.3,115,720,398,4,0,151,324,0,278,0.333,73.58,66.83,0.87,1020,0.9,223,2.8000000000000003,N/A
2017,1,1,12,30,4.3,91,672,298,4,0,113,14,0,118,0.331,73.54,72.05,0.87,1020,0.8,222,2.8000000000000003,N/A
2017,1,1,13,30,3.8000000000000003,63,512,157,4,0.1,33,0,3,33,0.33,76.52,79.34,0.87,1020,0.8,221,2.4000000000000004,N/A
2017,1,1,14,30,3.2,17,136,22,4,0.2,6,0,3,6,0.329,80.44,87.99,0.87,1020,0.8,223,2.2,N/A
2017,1,1,15,30,2.8000000000000003,0,0,0,4,-0.2,0,0,0,0,0.328,80.83,98.26,0.87,1020,0.7000000000000001,227,2.2,N/A
2017,1,1,16,30,2.7,0,0,0,1,-0.30000000000000004,0,0,0,0,0.327,80.63,108.94,0.87,1020,0.7000000000000001,230,2.2,N/A
2017,1,1,17,30,2.6,0,0,0,0,-0.4,0,0,0,0,0.326,80.58,120.07000000000001,0.87,1020,0.7000000000000001,231,2.3000000000000003,N/A
2017,1,1,18,30,2.4000000000000004,0,0,0,4,-0.5,0,0,0,0,0.325,81.14,131.35,0.87,1020,0.7000000000000001,229,2.3000000000000003,N/A
2017,1,1,19,30,2.3000000000000003,0,0,0,0,-0.6000000000000001,0,0,0,0,0.324,80.98,142.45000000000002,0.87,1021,0.7000000000000001,224,2.4000000000000004,N/A
2017,1,1,20,30,2.1,0,0,0,0,-0.8,0,0,0,0,0.322,81.18,152.67000000000002,0.87,1020,0.7000000000000001,218,2.4000000000000004,N/A
2017,1,1,21,30,1.9000000000000001,0,0,0,0,-0.9,0,0,0,0,0.32,81.94,160.20000000000002,0.87,1020,0.7000000000000001,211,2.5,N/A
2017,1,1,22,30,1.7000000000000002,0,0,0,1,-0.9,0,0,0,0,0.318,82.86,161.22,0.87,1020,0.7000000000000001,205,2.5,N/A
2017,1,1,23,30,1.6,0,0,0,4,-1,0,0,0,0,0.317,83.01,154.91,0.87,1020,0.7000000000000001,202,2.6,N/A
2017,1,2,0,30,1.2000000000000002,0,0,0,4,-1,0,0,0,0,0.314,84.95,145.11,0.12,1019,0.7000000000000001,195,2.7,N/A
2017,1,2,1,30,1,0,0,0,4,-1.1,0,0,0,0,0.311,85.89,134.14000000000001,0.12,1019,0.7000000000000001,193,2.8000000000000003,N/A
2017,1,2,2,30,0.7000000000000001,0,0,0,0,-1.1,0,0,0,0,0.307,87.43,122.85000000000001,0.12,1019,0.7000000000000001,190,2.9000000000000004,N/A
2017,1,2,3,30,0.5,0,0,0,0,-1.2000000000000002,0,0,0,0,0.303,88.42,111.66,0.12,1019,0.7000000000000001,187,3,N/A
2017,1,2,4,30,0.2,0,0,0,0,-1.2000000000000002,0,0,0,0,0.299,90.09,100.84,0.12,1019,0.7000000000000001,187,3.2,N/A
2017,1,2,5,30,0.7000000000000001,0,0,0,0,-1.2000000000000002,0,0,0,0,0.297,86.96000000000001,90.04,0.12,1020,0.7000000000000001,189,3.4000000000000004,N/A
2017,1,2,6,30,1.8,42,528,122,0,-0.9,42,528,0,122,0.296,82.48,81.36,0.12,1020,0.6000000000000001,194,3.7,N/A
2017,1,2,7,30,2.9000000000000004,61,730,267,0,-0.7000000000000001,61,730,0,267,0.297,77.27,73.63,0.12,1020,0.6000000000000001,199,3.8000000000000003,N/A
2017,1,2,8,30,3.8000000000000003,70,822,380,0,-0.4,70,822,0,380,0.298,73.79,67.83,0.12,1020,0.6000000000000001,204,3.7,N/A
2017,1,2,9,30,4.5,79,842,441,0,-0.2,79,842,0,441,0.299,71.32000000000001,64.53,0.12,1019,0.6000000000000001,206,3.6,N/A
2017,1,2,10,30,4.9,80,846,449,0,-0.2,80,846,0,449,0.299,69.82000000000001,64.14,0.12,1018,0.6000000000000001,206,3.4000000000000004,N/A
2017,1,2,11,30,5.1000000000000005,77,817,400,0,-0.1,77,817,0,400,0.299,69.25,66.71000000000001,0.12,1018,0.6000000000000001,204,3.3000000000000003,N/A
2017,1,2,12,30,5,69,733,297,0,-0.1,69,733,0,297,0.299,69.59,71.92,0.12,1018,0.6000000000000001,202,3.1,N/A
2017,1,2,13,30,4.1000000000000005,52,570,158,0,0.1,52,570,0,158,0.3,75.04,79.2,0.12,1017,0.6000000000000001,199,2.8000000000000003,N/A
2017,1,2,14,30,3,16,177,23,0,-0.2,16,177,0,23,0.301,79.25,87.86,0.12,1017,0.6000000000000001,196,2.7,N/A
2017,1,2,15,30,2.5,0,0,0,0,-0.5,0,0,0,0,0.301,80.44,98.12,0.12,1017,0.6000000000000001,195,3,N/A
2017,1,2,16,30,2.5,0,0,0,0,-0.30000000000000004,0,0,0,0,0.299,81.5,108.8,0.12,1017,0.6000000000000001,196,3.3000000000000003,N/A
2017,1,2,17,30,2.6,0,0,0,0,-0.1,0,0,0,0,0.295,82.10000000000001,119.93,0.12,1017,0.6000000000000001,197,3.6,N/A
2017,1,2,18,30,2.7,0,0,0,0,0.1,0,0,0,0,0.29,82.87,131.21,0.12,1017,0.6000000000000001,196,3.9000000000000004,N/A
2017,1,2,19,30,2.6,0,0,0,0,0.30000000000000004,0,0,0,0,0.28500000000000003,84.89,142.31,0.12,1017,0.6000000000000001,194,4.2,N/A
2017,1,2,20,30,2.5,0,0,0,0,0.4,0,0,0,0,0.28,86.25,152.53,0.12,1017,0.7000000000000001,193,4.4,N/A
2017,1,2,21,30,2.4000000000000004,0,0,0,0,0.4,0,0,0,0,0.275,86.55,160.08,0.12,1017,0.7000000000000001,193,4.5,N/A
2017,1,2,22,30,2.2,0,0,0,0,0.30000000000000004,0,0,0,0,0.272,87.04,161.16,0.12,1017,0.8,192,4.5,N/A
2017,1,2,23,30,2.1,0,0,0,1,0.1,0,0,0,0,0.27,86.78,154.9,0.12,1017,0.8,191,4.5,N/A
2017,1,3,0,30,2,0,0,0,1,-0.1,0,0,0,0,0.269,86.13,145.13,0.12,1017,0.8,189,4.6000000000000005,N/A
2017,1,3,1,30,2.2,0,0,0,4,-0.2,0,0,0,0,0.272,83.92,134.17000000000002,0.12,1016,0.9,189,4.800000000000001,N/A
2017,1,3,2,30,2.3000000000000003,0,0,0,4,-0.2,0,0,0,0,0.276,83.4,122.89,0.12,1016,0.9,189,4.9,N/A
2017,1,3,3,30,2.4000000000000004,0,0,0,1,-0.2,0,0,0,0,0.279,83.07000000000001,111.69,0.12,1016,0.9,191,4.9,N/A
2017,1,3,4,30,2.4000000000000004,0,0,0,4,-0.2,0,0,0,0,0.28200000000000003,83.25,100.86,0.12,1017,0.9,192,4.9,N/A
2017,1,3,5,30,2.7,0,0,0,4,-0.1,0,0,0,0,0.28300000000000003,82.07000000000001,90.06,0.12,1017,0.9,194,5,N/A
2017,1,3,6,30,3.5,53,399,113,4,0.4,38,0,3,38,0.28400000000000003,79.99,81.35000000000001,0.12,1017,0.9,195,5.1000000000000005,N/A
2017,1,3,7,30,4.6000000000000005,80,610,252,0,0.8,80,610,0,252,0.28700000000000003,76.31,73.60000000000001,0.12,1017,0.9,197,5,N/A
2017,1,3,8,30,5.7,93,714,363,0,1.3,93,714,0,363,0.291,73.59,67.78,0.12,1017,0.9,201,4.9,N/A
2017,1,3,9,30,6.6000000000000005,93,775,427,0,2,93,775,0,427,0.293,72.65,64.45,0.12,1017,1,206,4.9,N/A
2017,1,3,10,30,7.300000000000001,95,777,435,2,2.7,191,154,0,259,0.292,72.34,64.03,0.12,1016,1,210,4.9,N/A
2017,1,3,11,30,7.7,91,744,386,4,3.2,29,0,0,29,0.292,73.01,66.59,0.12,1016,1,214,4.7,N/A
2017,1,3,12,30,7.7,77,682,290,4,3.6,20,0,0,20,0.294,75.3,71.78,0.12,1016,1,215,4.3,N/A
2017,1,3,13,30,7.1000000000000005,57,512,155,2,4.1000000000000005,47,0,3,47,0.296,81.22,79.06,0.12,1016,1,214,3.7,N/A
2017,1,3,14,30,6.4,18,133,23,1,4.1000000000000005,18,133,0,23,0.299,85.37,87.73,0.12,1016,1.1,213,3.6,N/A
2017,1,3,15,30,6.1000000000000005,0,0,0,4,4.1000000000000005,0,0,0,0,0.303,87.3,97.97,0.12,1016,1.1,213,3.7,N/A
2017,1,3,16,30,6,0,0,0,4,4.3,0,0,0,0,0.308,88.68,108.66,0.12,1017,1.1,211,3.8000000000000003,N/A
2017,1,3,17,30,5.9,0,0,0,0,4.3,0,0,0,0,0.315,89.7,119.78,0.12,1017,1.1,211,3.9000000000000004,N/A
2017,1,3,18,30,5.6000000000000005,0,0,0,0,4.3,0,0,0,0,0.322,91.29,131.07,0.12,1017,1.2000000000000002,212,3.8000000000000003,N/A
2017,1,3,19,30,5.4,0,0,0,0,4.3,0,0,0,0,0.329,92.32000000000001,142.16,0.12,1017,1.2000000000000002,214,3.7,N/A
2017,1,3,20,30,5.2,0,0,0,0,4.2,0,0,0,0,0.336,93.58,152.38,0.12,1017,1.2000000000000002,214,3.5,N/A
2017,1,3,21,30,5,0,0,0,1,4.2,0,0,0,0,0.342,94.79,159.95000000000002,0.12,1017,1.2000000000000002,214,3.3000000000000003,N/A
2017,1,3,22,30,4.9,0,0,0,4,4.2,0,0,0,0,0.34600000000000003,95.17,161.08,0.12,1017,1.3,214,3,N/A
2017,1,3,23,30,4.800000000000001,0,0,0,4,4.1000000000000005,0,0,0,0,0.34700000000000003,95.08,154.89000000000001,0.12,1016,1.3,214,2.8000000000000003,N/A
2017,1,4,0,30,4.800000000000001,0,0,0,4,3.8000000000000003,0,0,0,0,0.34,93.23,145.14000000000001,0.12,1016,1.3,213,2.4000000000000004,N/A
2017,1,4,1,30,4.9,0,0,0,4,3.6,0,0,0,0,0.329,91.03,134.19,0.12,1016,1.4000000000000001,212,2.2,N/A
2017,1,4,2,30,4.9,0,0,0,7,3.4000000000000004,0,0,0,0,0.322,89.93,122.91,0.12,1015,1.4000000000000001,209,2.1,N/A
2017,1,4,3,30,5,0,0,0,8,3.3000000000000003,0,0,0,0,0.318,88.82000000000001,111.71000000000001,0.12,1015,1.4000000000000001,203,2.1,N/A
2017,1,4,4,30,4.9,0,0,0,7,3.3000000000000003,0,0,0,0,0.315,89.07000000000001,100.87,0.12,1015,1.4000000000000001,198,2.2,N/A
2017,1,4,5,30,5.2,0,0,0,8,3.2,0,0,0,0,0.312,87.13,90.06,0.12,1015,1.4000000000000001,197,2.4000000000000004,N/A
2017,1,4,6,30,6,60,296,105,4,3.6,43,0,3,43,0.31,84.3,81.33,0.12,1015,1.4000000000000001,197,2.8000000000000003,N/A
2017,1,4,7,30,6.800000000000001,95,510,239,4,3.8000000000000003,104,13,0,107,0.308,81.47,73.57000000000001,0.12,1015,1.4000000000000001,199,3.2,N/A
2017,1,4,8,30,7.4,109,633,349,4,4.1000000000000005,155,55,0,176,0.307,79.64,67.71000000000001,0.12,1014,1.4000000000000001,202,3.4000000000000004,N/A
2017,1,4,9,30,8.1,116,681,411,4,4.5,188,109,0,235,0.306,77.94,64.36,0.12,1013,1.4000000000000001,205,3.7,N/A
2017,1,4,10,30,8.8,112,704,422,7,5,171,345,0,323,0.304,76.93,63.92,0.12,1012,1.4000000000000001,207,3.9000000000000004,N/A
2017,1,4,11,30,9.3,102,687,377,2,5.6000000000000005,170,186,0,244,0.303,77.43,66.46000000000001,0.12,1012,1.4000000000000001,208,4.1000000000000005,N/A
2017,1,4,12,30,9.4,84,628,282,0,5.9,84,628,0,282,0.302,79,71.64,0.12,1011,1.4000000000000001,207,4.1000000000000005,N/A
2017,1,4,13,30,8.9,61,466,151,4,6.1000000000000005,58,0,3,58,0.301,82.5,78.92,0.12,1011,1.4000000000000001,204,4.2,N/A
2017,1,4,14,30,8,18,123,23,0,5.7,18,123,0,23,0.3,85.51,87.59,0.12,1010,1.5,199,4.3,N/A
2017,1,4,15,30,7.300000000000001,0,0,0,1,5.4,0,0,0,0,0.299,87.51,97.83,0.12,1010,1.5,196,4.3,N/A
2017,1,4,16,30,6.9,0,0,0,0,5.2,0,0,0,0,0.299,88.83,108.51,0.12,1010,1.5,194,4.4,N/A
2017,1,4,17,30,6.6000000000000005,0,0,0,1,5.1000000000000005,0,0,0,0,0.299,89.84,119.63,0.12,1009,1.5,191,4.4,N/A
2017,1,4,18,30,6.5,0,0,0,7,5,0,0,0,0,0.299,90.08,130.92000000000002,0.12,1009,1.5,188,4.5,N/A
2017,1,4,19,30,6.5,0,0,0,7,5,0,0,0,0,0.298,89.88,142.01,0.12,1009,1.5,186,4.7,N/A
2017,1,4,20,30,6.6000000000000005,0,0,0,4,4.9,0,0,0,0,0.298,89.2,152.23,0.12,1008,1.5,185,4.800000000000001,N/A
2017,1,4,21,30,6.7,0,0,0,4,5,0,0,0,0,0.298,89.19,159.81,0.12,1008,1.6,183,4.7,N/A
2017,1,4,22,30,6.9,0,0,0,7,5.2,0,0,0,0,0.297,88.7,161,0.12,1007,1.7000000000000002,182,4.800000000000001,N/A
2017,1,4,23,30,7,0,0,0,4,5.300000000000001,0,0,0,0,0.297,89.15,154.87,0.12,1007,1.7000000000000002,181,4.9,N/A
2017,1,5,0,30,7.6000000000000005,0,0,0,4,5.5,0,0,0,0,0.294,86.59,145.15,0.12,1006,1.8,186,5.5,N/A
2017,1,5,1,30,8.1,0,0,0,8,5.7,0,0,0,0,0.291,84.93,134.21,0.12,1005,1.8,192,5.7,N/A
2017,1,5,2,30,8.1,0,0,0,4,5.9,0,0,0,0,0.289,85.94,122.94,0.12,1004,1.8,191,5.6000000000000005,N/A
2017,1,5,3,30,7.7,0,0,0,4,6,0,0,0,0,0.28800000000000003,89.02,111.73,0.12,1004,1.9000000000000001,186,5.300000000000001,N/A
2017,1,5,4,30,7.4,0,0,0,8,6.1000000000000005,0,0,0,0,0.28800000000000003,91.44,100.88,0.12,1004,1.9000000000000001,186,4.9,N/A
2017,1,5,5,30,7.300000000000001,0,0,0,7,6.1000000000000005,0,0,0,0,0.289,91.89,90.07000000000001,0.12,1004,1.8,195,4.4,N/A
2017,1,5,6,30,7.9,64,238,100,7,6.4,7,0,3,7,0.291,89.95,81.31,0.12,1004,1.9000000000000001,206,4.3,N/A
2017,1,5,7,30,8.9,105,444,231,8,7.2,11,0,0,11,0.294,89.22,73.52,0.12,1004,1.8,213,4.4,N/A
2017,1,5,8,30,9.9,119,585,341,7,8.1,17,0,0,17,0.297,88.64,67.65,0.12,1004,1.8,217,4.2,N/A
2017,1,5,9,30,10.8,115,680,410,7,8.700000000000001,21,0,0,21,0.298,86.71000000000001,64.27,0.12,1003,1.7000000000000002,221,3.8000000000000003,N/A
2017,1,5,10,30,11.4,108,714,424,4,8.6,141,0,0,141,0.299,83.17,63.800000000000004,0.12,1003,1.6,226,3.4000000000000004,N/A
2017,1,5,11,30,11.5,99,698,379,4,8.3,28,0,0,28,0.299,80.92,66.32000000000001,0.12,1003,1.6,230,2.8000000000000003,N/A
2017,1,5,12,30,11.200000000000001,87,612,281,4,8.200000000000001,44,0,0,44,0.299,81.68,71.5,0.12,1003,1.7000000000000002,228,1.9000000000000001,N/A
2017,1,5,13,30,10.4,69,402,147,4,8.6,65,0,3,65,0.3,88.31,78.77,0.12,1003,1.8,214,1.3,N/A
2017,1,5,14,30,9.600000000000001,19,58,22,7,7.9,3,0,3,3,0.302,89.4,87.45,0.12,1003,1.9000000000000001,193,1.1,N/A
2017,1,5,15,30,9.200000000000001,0,0,0,7,7.9,0,0,0,0,0.306,91.76,97.67,0.12,1004,1.9000000000000001,183,1.4000000000000001,N/A
2017,1,5,16,30,9,0,0,0,7,7.9,0,0,0,0,0.312,92.59,108.36,0.12,1004,1.9000000000000001,187,2.1,N/A
2017,1,5,17,30,8.9,0,0,0,4,7.800000000000001,0,0,0,0,0.318,92.66,119.48,0.12,1004,1.9000000000000001,191,3.1,N/A
2017,1,5,18,30,8.8,0,0,0,4,7.800000000000001,0,0,0,0,0.324,93.23,130.77,0.12,1003,1.9000000000000001,189,3.8000000000000003,N/A
2017,1,5,19,30,8.700000000000001,0,0,0,7,7.6000000000000005,0,0,0,0,0.328,93.10000000000001,141.86,0.12,1003,1.9000000000000001,185,4.1000000000000005,N/A
2017,1,5,20,30,8.700000000000001,0,0,0,7,7.4,0,0,0,0,0.33,91.38,152.08,0.12,1003,1.9000000000000001,181,4.3,N/A
2017,1,5,21,30,8.9,0,0,0,7,7.1000000000000005,0,0,0,0,0.33,88.39,159.66,0.12,1002,2,181,4.5,N/A
2017,1,5,22,30,9.200000000000001,0,0,0,7,7,0,0,0,0,0.329,86.03,160.91,0.12,1002,2,182,5,N/A
2017,1,5,23,30,9.4,0,0,0,8,7.1000000000000005,0,0,0,0,0.328,85.78,154.84,0.12,1001,2.1,182,5.300000000000001,N/A
2017,1,6,0,30,10.100000000000001,0,0,0,7,7.300000000000001,0,0,0,0,0.328,83.03,145.15,0.12,1000,2,185,6.2,N/A
2017,1,6,1,30,10.5,0,0,0,7,7.5,0,0,0,0,0.328,81.92,134.23,0.12,1000,2,186,6.7,N/A
2017,1,6,2,30,10.700000000000001,0,0,0,7,7.5,0,0,0,0,0.329,80.54,122.95,0.12,999,1.9000000000000001,185,7,N/A
2017,1,6,3,30,10.700000000000001,0,0,0,7,7.1000000000000005,0,0,0,0,0.331,78.60000000000001,111.74000000000001,0.12,999,1.8,184,7.2,N/A
2017,1,6,4,30,10.600000000000001,0,0,0,8,6.6000000000000005,0,0,0,0,0.333,76.55,100.88,0.12,999,1.7000000000000002,183,7.4,N/A
2017,1,6,5,30,10.8,0,0,0,6,6.2,0,0,0,0,0.333,73.08,90.07000000000001,0.12,999,1.6,183,7.6000000000000005,N/A
2017,1,6,6,30,11.3,53,349,106,4,5.9,8,0,3,8,0.332,69.47,81.29,0.12,999,1.6,182,7.800000000000001,N/A
2017,1,6,7,30,12,81,568,242,6,5.800000000000001,11,0,0,11,0.331,65.98,73.47,0.12,998,1.6,180,8,N/A
2017,1,6,8,30,12.600000000000001,96,667,351,7,5.9,14,0,0,14,0.33,63.49,67.57000000000001,0.12,998,1.6,184,8,N/A
2017,1,6,9,30,12.4,115,669,406,8,6.2,18,0,3,18,0.329,65.96000000000001,64.16,0.12,998,1.7000000000000002,197,7.300000000000001,N/A
2017,1,6,10,30,11.5,135,610,406,6,6.7,21,0,0,21,0.326,72.3,63.68,0.12,999,1.8,217,6.2,N/A
2017,1,6,11,30,9.9,136,549,358,8,6.800000000000001,16,0,0,16,0.323,81.32000000000001,66.18,0.12,1000,1.9000000000000001,235,5.300000000000001,N/A
2017,1,6,12,30,8.1,125,432,263,7,6.5,14,0,0,14,0.322,89.47,71.34,0.12,1000,1.8,250,4.3,N/A
2017,1,6,13,30,6.5,86,269,139,4,5.7,10,0,3,10,0.322,94.48,78.61,0.12,1001,1.8,268,3.6,N/A
2017,1,6,14,30,5.300000000000001,19,23,20,7,4.7,4,0,3,4,0.323,95.97,87.3,0.12,1002,1.7000000000000002,297,3.7,N/A
2017,1,6,15,30,4,0,0,0,6,3.7,0,0,0,0,0.325,98.14,97.52,0.12,1003,1.7000000000000002,330,4.2,N/A
2017,1,6,16,30,3.2,0,0,0,6,2.7,0,0,0,0,0.327,96.81,108.21000000000001,0.12,1003,1.6,347,4.7,N/A
2017,1,6,17,30,2.8000000000000003,0,0,0,7,2.2,0,0,0,0,0.33,95.63,119.33,0.12,1004,1.5,352,5.300000000000001,N/A
2017,1,6,18,30,2.6,0,0,0,7,1.9000000000000001,0,0,0,0,0.332,95.31,130.62,0.12,1004,1.5,177,5.9,N/A
2017,1,6,19,30,2.2,0,0,0,6,1.7000000000000002,0,0,0,0,0.336,96.64,141.71,0.12,1004,1.4000000000000001,4,6.6000000000000005,N/A
2017,1,6,20,30,1.9000000000000001,0,0,0,6,1.3,0,0,0,0,0.338,95.85000000000001,151.92000000000002,0.12,1004,1.4000000000000001,9,7,N/A
2017,1,6,21,30,1.7000000000000002,0,0,0,6,0.9,0,0,0,0,0.34,94.18,159.51,0.12,1004,1.3,11,7.2,N/A
2017,1,6,22,30,1.5,0,0,0,7,0.5,0,0,0,0,0.34,92.85000000000001,160.81,0.12,1004,1.3,12,7.6000000000000005,N/A
2017,1,6,23,30,1.4000000000000001,0,0,0,6,0.1,0,0,0,0,0.34,90.78,154.8,0.12,1004,1.3,13,7.800000000000001,N/A
2017,1,7,0,30,1,0,0,0,6,-0.30000000000000004,0,0,0,0,0.34,91.18,145.15,0.87,1003,1.3,16,8.5,N/A
2017,1,7,1,30,0.8,0,0,0,6,-0.5,0,0,0,0,0.34,90.93,134.24,0.87,1002,1.2000000000000002,16,8.700000000000001,N/A
2017,1,7,2,30,0.7000000000000001,0,0,0,6,-0.7000000000000001,0,0,0,0,0.339,90.65,122.96000000000001,0.87,1002,1.2000000000000002,13,8.6,N/A
2017,1,7,3,30,0.6000000000000001,0,0,0,6,-0.8,0,0,0,0,0.339,90.32000000000001,111.75,0.87,1002,1.2000000000000002,10,8.700000000000001,N/A
2017,1,7,4,30,0.5,0,0,0,6,-0.9,0,0,0,0,0.337,90.18,100.88,0.87,1002,1.1,8,8.9,N/A
2017,1,7,5,30,0.4,0,0,0,6,-1.1,0,0,0,0,0.336,89.78,90.03,0.87,1003,1.1,7,9.1,N/A
2017,1,7,6,30,0.30000000000000004,77,202,108,6,-1.3,13,0,3,13,0.335,88.92,81.25,0.87,1003,1,6,9,N/A
2017,1,7,7,30,0.1,139,391,250,6,-1.6,23,0,0,23,0.335,88.43,73.41,0.87,1004,1,3,9,N/A
2017,1,7,8,30,-0.30000000000000004,180,489,368,7,-1.9000000000000001,36,0,0,36,0.335,88.79,67.48,0.87,1005,0.9,179,8.9,N/A
2017,1,7,9,30,-0.7000000000000001,208,518,434,4,-2.4000000000000004,70,0,0,70,0.335,88.44,64.05,0.87,1005,0.9,355,8.700000000000001,N/A
2017,1,7,10,30,-1.2000000000000002,212,527,447,4,-2.8000000000000003,73,0,0,73,0.336,88.79,63.54,0.87,1006,0.8,350,8.4,N/A
2017,1,7,11,30,-1.6,191,512,398,4,-3.2,63,0,0,63,0.338,88.69,66.03,0.87,1007,0.8,344,7.9,N/A
2017,1,7,12,30,-2.1,157,430,296,4,-3.6,45,0,0,45,0.34,89.55,71.18,0.87,1009,0.8,337,7.2,N/A
2017,1,7,13,30,-2.5,104,275,159,7,-4,15,0,3,15,0.343,89.67,78.45,0.87,1010,0.7000000000000001,332,6.6000000000000005,N/A
2017,1,7,14,30,-2.9000000000000004,23,35,24,7,-4.3,7,0,3,7,0.34700000000000003,89.9,87.14,0.87,1011,0.7000000000000001,329,6,N/A
2017,1,7,15,30,-3.1,0,0,0,7,-4.6000000000000005,0,0,0,0,0.35000000000000003,89.25,97.36,0.87,1012,0.7000000000000001,326,5.5,N/A
2017,1,7,16,30,-3.3000000000000003,0,0,0,7,-4.800000000000001,0,0,0,0,0.352,89.31,108.05,0.87,1013,0.6000000000000001,324,5.2,N/A
2017,1,7,17,30,-3.4000000000000004,0,0,0,7,-4.9,0,0,0,0,0.353,89.15,119.18,0.87,1013,0.6000000000000001,324,4.800000000000001,N/A
2017,1,7,18,30,-3.4000000000000004,0,0,0,7,-5,0,0,0,0,0.354,88.48,130.46,0.87,1013,0.6000000000000001,324,4.4,N/A
2017,1,7,19,30,-3.5,0,0,0,8,-5.1000000000000005,0,0,0,0,0.354,88.67,141.55,0.87,1014,0.6000000000000001,325,4,N/A
2017,1,7,20,30,-3.5,0,0,0,7,-5.2,0,0,0,0,0.355,87.98,151.76,0.87,1014,0.6000000000000001,325,3.7,N/A
2017,1,7,21,30,-3.6,0,0,0,7,-5.300000000000001,0,0,0,0,0.356,87.83,159.35,0.87,1014,0.6000000000000001,325,3.4000000000000004,N/A
2017,1,7,22,30,-3.7,0,0,0,4,-5.6000000000000005,0,0,0,0,0.358,86.88,160.70000000000002,0.87,1013,0.6000000000000001,328,3.2,N/A
2017,1,7,23,30,-3.8000000000000003,0,0,0,8,-5.7,0,0,0,0,0.358,86.33,154.76,0.87,1013,0.6000000000000001,330,3.2,N/A
2017,1,8,0,30,-3.8000000000000003,0,0,0,7,-5.800000000000001,0,0,0,0,0.359,86.16,145.14000000000001,0.87,1013,0.6000000000000001,339,3.1,N/A
2017,1,8,1,30,-3.7,0,0,0,4,-5.7,0,0,0,0,0.36,85.83,134.24,0.87,1012,0.6000000000000001,347,3,N/A
2017,1,8,2,30,-3.6,0,0,0,4,-5.6000000000000005,0,0,0,0,0.36,86.13,122.97,0.87,1012,0.6000000000000001,355,3,N/A
2017,1,8,3,30,-3.4000000000000004,0,0,0,4,-5.4,0,0,0,0,0.361,85.86,111.75,0.87,1012,0.6000000000000001,183,3.1,N/A
2017,1,8,4,30,-3.4000000000000004,0,0,0,4,-5.4,0,0,0,0,0.361,86.36,100.87,0.87,1012,0.6000000000000001,9,3.1,N/A
2017,1,8,5,30,-3,0,0,0,4,-5.300000000000001,0,0,0,0,0.362,83.89,90,0.87,1012,0.6000000000000001,15,3.1,N/A
2017,1,8,6,30,-2.3000000000000003,65,355,120,4,-5,16,0,3,16,0.363,81.61,81.2,0.87,1012,0.6000000000000001,18,3.1,N/A
2017,1,8,7,30,-1.5,106,571,269,4,-4.3,36,0,0,36,0.363,80.94,73.35000000000001,0.87,1013,0.6000000000000001,18,3.1,N/A
2017,1,8,8,30,-1.1,127,686,390,4,-4.2,56,0,0,56,0.362,79.21000000000001,67.39,0.87,1012,0.6000000000000001,12,3.3000000000000003,N/A
2017,1,8,9,30,-0.9,148,715,462,4,-4.1000000000000005,71,0,0,71,0.361,79.04,63.93,0.87,1011,0.5,6,3.7,N/A
2017,1,8,10,30,-0.7000000000000001,144,738,474,4,-3.9000000000000004,74,0,0,74,0.36,79.13,63.4,0.87,1011,0.5,5,4.1000000000000005,N/A
2017,1,8,11,30,-0.7000000000000001,131,721,425,4,-3.8000000000000003,63,0,0,63,0.357,79.59,65.87,0.87,1010,0.5,8,4.1000000000000005,N/A
